% 1. Title: Airfoil Self-Noise Data
@RELATION	NoiseData


@ATTRIBUTE	Frequency	NUMERIC
@ATTRIBUTE	Angle_of_Attack	NUMERIC
@ATTRIBUTE	Chord_Length	NUMERIC
@ATTRIBUTE	Free-stream_velocity	NUMERIC
@ATTRIBUTE	Suction_side_displacement	NUMERIC
@ATTRIBUTE	Scaled_sound_pressure	NUMERIC

@DATA
0.0151515151515,0.0,1.0,0.0,0.0501973276685,0.636450660781
0.0217171717172,0.0,1.0,0.0,0.0501973276685,0.683782274577
0.030303030303,0.0,1.0,0.0,0.0501973276685,0.687504985774
0.040404040404,0.0,1.0,0.0,0.0501973276685,0.637780200495
0.0530303030303,0.0,1.0,0.0,0.0501973276685,0.557741909751
0.0707070707071,0.0,1.0,0.0,0.0501973276685,0.504826229159
0.0909090909091,0.0,1.0,0.0,0.0501973276685,0.505092137102
0.116161616162,0.0,1.0,0.0,0.0501973276685,0.46201505039
0.14898989899,0.0,1.0,0.0,0.0501973276685,0.418937963677
0.191919191919,0.0,1.0,0.0,0.0501973276685,0.392613077353
0.242424242424,0.0,1.0,0.0,0.0501973276685,0.326136091685
0.308080808081,0.0,1.0,0.0,0.0501973276685,0.276411306406
0.393939393939,0.0,1.0,0.0,0.0501973276685,0.189725317095
0.494949494949,0.0,1.0,0.0,0.0501973276685,0.129896029994
0.030303030303,0.0675675675676,1.0,1.0,0.0511390518198,0.631318637488
0.040404040404,0.0675675675676,1.0,1.0,0.0511390518198,0.601271039966
0.0530303030303,0.0675675675676,1.0,1.0,0.0511390518198,0.598080144654
0.0707070707071,0.0675675675676,1.0,1.0,0.0511390518198,0.618289148297
0.0909090909091,0.0675675675676,1.0,1.0,0.0511390518198,0.61855505624
0.116161616162,0.0675675675676,1.0,1.0,0.0511390518198,0.561916664451
0.14898989899,0.0675675675676,1.0,1.0,0.0511390518198,0.532134974872
0.191919191919,0.0675675675676,1.0,1.0,0.0511390518198,0.488791980216
0.242424242424,0.0675675675676,1.0,1.0,0.0511390518198,0.432153588428
0.308080808081,0.0675675675676,1.0,1.0,0.0511390518198,0.392001489084
0.393939393939,0.0675675675676,1.0,1.0,0.0511390518198,0.31887680485
0.494949494949,0.0675675675676,1.0,1.0,0.0511390518198,0.268886111628
0.621212121212,0.0675675675676,1.0,1.0,0.0511390518198,0.155343420108
0.79797979798,0.0675675675676,1.0,1.0,0.0511390518198,0.085143723243
0.00580808080808,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.491158560906
0.010101010101,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.54832876858
0.0151515151515,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.619060281331
0.0217171717172,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.662935091871
0.030303030303,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.67676230489
0.040404040404,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.643523812056
0.0530303030303,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.580503629643
0.0707070707071,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.500731246842
0.0909090909091,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.497806259473
0.116161616162,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.468024569894
0.14898989899,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.418299784615
0.191919191919,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.381870396469
0.242424242424,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.341984205068
0.308080808081,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.30236392161
0.393939393939,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.235886935943
0.494949494949,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.149200946632
0.621212121212,0.0675675675676,1.0,0.199494949495,0.0606852352443,0.0726194591432
0.010101010101,0.135135135135,1.0,1.0,0.066480725994,0.643071768554
0.0151515151515,0.135135135135,1.0,1.0,0.066480725994,0.666737575451
0.0217171717172,0.135135135135,1.0,1.0,0.066480725994,0.690669290292
0.030303030303,0.135135135135,1.0,1.0,0.066480725994,0.694392001489
0.040404040404,0.135135135135,1.0,1.0,0.066480725994,0.681362512298
0.0530303030303,0.135135135135,1.0,1.0,0.066480725994,0.644933124152
0.0707070707071,0.135135135135,1.0,1.0,0.066480725994,0.615151434573
0.0909090909091,0.135135135135,1.0,1.0,0.066480725994,0.588826548249
0.116161616162,0.135135135135,1.0,1.0,0.066480725994,0.548940356848
0.14898989899,0.135135135135,1.0,1.0,0.066480725994,0.482197463238
0.191919191919,0.135135135135,1.0,1.0,0.066480725994,0.448958970404
0.242424242424,0.135135135135,1.0,1.0,0.066480725994,0.392320578616
0.308080808081,0.135135135135,1.0,1.0,0.066480725994,0.339138990082
0.393939393939,0.135135135135,1.0,1.0,0.066480725994,0.299252798681
0.494949494949,0.135135135135,1.0,1.0,0.066480725994,0.181987395964
0.010101010101,0.135135135135,1.0,0.60101010101,0.0710945365209,0.605711702609
0.0151515151515,0.135135135135,1.0,0.60101010101,0.0710945365209,0.659425107028
0.0217171717172,0.135135135135,1.0,0.60101010101,0.0710945365209,0.696386311059
0.030303030303,0.135135135135,1.0,0.60101010101,0.0710945365209,0.706490812881
0.040404040404,0.135135135135,1.0,0.60101010101,0.0710945365209,0.690004520435
0.0530303030303,0.135135135135,1.0,0.60101010101,0.0710945365209,0.636822931901
0.0707070707071,0.135135135135,1.0,0.60101010101,0.0710945365209,0.559975536469
0.0909090909091,0.135135135135,1.0,0.60101010101,0.0710945365209,0.523546148323
0.116161616162,0.135135135135,1.0,0.60101010101,0.0710945365209,0.506793947935
0.14898989899,0.135135135135,1.0,0.60101010101,0.0710945365209,0.446964660834
0.191919191919,0.135135135135,1.0,0.60101010101,0.0710945365209,0.407078469434
0.242424242424,0.135135135135,1.0,0.60101010101,0.0710945365209,0.370383173345
0.308080808081,0.135135135135,1.0,0.60101010101,0.0710945365209,0.32704017869
0.393939393939,0.135135135135,1.0,0.60101010101,0.0710945365209,0.277049485468
0.494949494949,0.135135135135,1.0,0.60101010101,0.0710945365209,0.233706490813
0.00580808080808,0.135135135135,1.0,0.199494949495,0.0785498958139,0.53000771133
0.010101010101,0.135135135135,1.0,0.199494949495,0.0785498958139,0.587443826947
0.0151515151515,0.135135135135,1.0,0.199494949495,0.0785498958139,0.644879942564
0.0217171717172,0.135135135135,1.0,0.199494949495,0.0785498958139,0.689020661047
0.030303030303,0.135135135135,1.0,0.199494949495,0.0785498958139,0.695934267557
0.040404040404,0.135135135135,1.0,0.199494949495,0.0785498958139,0.662961682665
0.0530303030303,0.135135135135,1.0,0.199494949495,0.0785498958139,0.596218789055
0.0707070707071,0.135135135135,1.0,0.199494949495,0.0785498958139,0.515914590369
0.0909090909091,0.135135135135,1.0,0.199494949495,0.0785498958139,0.456085303268
0.116161616162,0.135135135135,1.0,0.199494949495,0.0785498958139,0.446246709389
0.14898989899,0.135135135135,1.0,0.199494949495,0.0785498958139,0.413274124498
0.191919191919,0.135135135135,1.0,0.199494949495,0.0785498958139,0.356635732709
0.242424242424,0.135135135135,1.0,0.199494949495,0.0785498958139,0.330044938442
0.308080808081,0.135135135135,1.0,0.199494949495,0.0785498958139,0.283511048475
0.393939393939,0.135135135135,1.0,0.199494949495,0.0785498958139,0.19336825591
0.00580808080808,0.135135135135,1.0,0.0,0.0843717610455,0.524849097243
0.010101010101,0.135135135135,1.0,0.0,0.0843717610455,0.585476108171
0.0151515151515,0.135135135135,1.0,0.0,0.0843717610455,0.642646315845
0.0217171717172,0.135135135135,1.0,0.0,0.0843717610455,0.673225729253
0.030303030303,0.135135135135,1.0,0.0,0.0843717610455,0.673491637195
0.040404040404,0.135135135135,1.0,0.0,0.0843717610455,0.623766851916
0.0530303030303,0.135135135135,1.0,0.0,0.0843717610455,0.570585263382
0.0707070707071,0.135135135135,1.0,0.0,0.0843717610455,0.497460579147
0.0909090909091,0.135135135135,1.0,0.0,0.0843717610455,0.444278990613
0.116161616162,0.135135135135,1.0,0.0,0.0843717610455,0.431249501423
0.14898989899,0.135135135135,1.0,0.0,0.0843717610455,0.391629217965
0.191919191919,0.135135135135,1.0,0.0,0.0843717610455,0.325152232297
0.242424242424,0.135135135135,1.0,0.0,0.0843717610455,0.27861834233
0.308080808081,0.135135135135,1.0,0.0,0.0843717610455,0.168532454064
0.00252525252525,0.18018018018,1.0,1.0,0.078900176516,0.611987130056
0.00580808080808,0.18018018018,1.0,1.0,0.078900176516,0.659318743851
0.010101010101,0.18018018018,1.0,1.0,0.078900176516,0.696545855825
0.0151515151515,0.18018018018,1.0,1.0,0.078900176516,0.726859361289
0.0217171717172,0.18018018018,1.0,1.0,0.078900176516,0.750791076129
0.030303030303,0.18018018018,1.0,1.0,0.078900176516,0.754513787327
0.040404040404,0.18018018018,1.0,1.0,0.078900176516,0.734836599569
0.0530303030303,0.18018018018,1.0,1.0,0.078900176516,0.691759512857
0.0707070707071,0.18018018018,1.0,1.0,0.078900176516,0.618634828622
0.0909090909091,0.18018018018,1.0,1.0,0.078900176516,0.558805541522
0.116161616162,0.18018018018,1.0,1.0,0.078900176516,0.542319249076
0.14898989899,0.18018018018,1.0,1.0,0.078900176516,0.489137660542
0.191919191919,0.18018018018,1.0,1.0,0.078900176516,0.429574281384
0.242424242424,0.18018018018,1.0,1.0,0.078900176516,0.383040391416
0.308080808081,0.18018018018,1.0,1.0,0.078900176516,0.339963304704
0.393939393939,0.18018018018,1.0,1.0,0.078900176516,0.273486319036
0.494949494949,0.18018018018,1.0,1.0,0.078900176516,0.200095726859
0.621212121212,0.18018018018,1.0,1.0,0.078900176516,0.107027946925
0.00252525252525,0.18018018018,1.0,0.199494949495,0.0930119034415,0.536150184806
0.00580808080808,0.18018018018,1.0,0.199494949495,0.0930119034415,0.623899805887
0.010101010101,0.18018018018,1.0,0.199494949495,0.0930119034415,0.671497327625
0.0151515151515,0.18018018018,1.0,0.199494949495,0.0930119034415,0.712447150796
0.0217171717172,0.18018018018,1.0,0.199494949495,0.0930119034415,0.736378865637
0.030303030303,0.18018018018,1.0,0.199494949495,0.0930119034415,0.727072087643
0.040404040404,0.18018018018,1.0,0.199494949495,0.0930119034415,0.673890499109
0.0530303030303,0.18018018018,1.0,0.199494949495,0.0930119034415,0.610604408754
0.0707070707071,0.18018018018,1.0,0.199494949495,0.0930119034415,0.527375222698
0.0909090909091,0.18018018018,1.0,0.199494949495,0.0930119034415,0.467545935597
0.116161616162,0.18018018018,1.0,0.199494949495,0.0930119034415,0.448134655782
0.14898989899,0.18018018018,1.0,0.199494949495,0.0930119034415,0.408514372324
0.191919191919,0.18018018018,1.0,0.199494949495,0.0930119034415,0.331932884835
0.242424242424,0.18018018018,1.0,0.199494949495,0.0930119034415,0.275294493047
0.0530303030303,0.0,0.727272727273,1.0,0.030042224339,0.658494429229
0.0707070707071,0.0,0.727272727273,1.0,0.030042224339,0.684819315553
0.0909090909091,0.0,0.727272727273,1.0,0.030042224339,0.661153508655
0.116161616162,0.0,0.727272727273,1.0,0.030042224339,0.664078496025
0.14898989899,0.0,0.727272727273,1.0,0.030042224339,0.650251283006
0.191919191919,0.0,0.727272727273,1.0,0.030042224339,0.596803786529
0.242424242424,0.0,0.727272727273,1.0,0.030042224339,0.556385779243
0.308080808081,0.0,0.727272727273,1.0,0.030042224339,0.4962905842
0.393939393939,0.0,0.727272727273,1.0,0.030042224339,0.389395591246
0.494949494949,0.0,0.727272727273,1.0,0.030042224339,0.392320578616
0.621212121212,0.0,0.727272727273,1.0,0.030042224339,0.37875927354
0.79797979798,0.0,0.727272727273,1.0,0.030042224339,0.308559576675
1.0,0.0,0.727272727273,1.0,0.030042224339,0.294998271598
0.00580808080808,0.0,0.727272727273,0.60101010101,0.0326264064279,0.429707235355
0.010101010101,0.0,0.727272727273,0.60101010101,0.0326264064279,0.486079719201
0.0151515151515,0.0,0.727272727273,0.60101010101,0.0326264064279,0.542452203047
0.0217171717172,0.0,0.727272727273,0.60101010101,0.0326264064279,0.605738293403
0.030303030303,0.0,0.727272727273,0.60101010101,0.0326264064279,0.642167681549
0.040404040404,0.0,0.727272727273,0.60101010101,0.0326264064279,0.662376685192
0.0530303030303,0.0,0.727272727273,0.60101010101,0.0326264064279,0.65227218337
0.0707070707071,0.0,0.727272727273,0.60101010101,0.0326264064279,0.622490493791
0.0909090909091,0.0,0.727272727273,0.60101010101,0.0326264064279,0.615842795224
0.116161616162,0.0,0.727272727273,0.60101010101,0.0326264064279,0.615842795224
0.14898989899,0.0,0.727272727273,0.60101010101,0.0326264064279,0.579147499136
0.191919191919,0.0,0.727272727273,0.60101010101,0.0326264064279,0.532613609169
0.242424242424,0.0,0.727272727273,0.60101010101,0.0326264064279,0.506022814901
0.308080808081,0.0,0.727272727273,0.60101010101,0.0326264064279,0.399659637833
0.00580808080808,0.0,0.727272727273,0.199494949495,0.0367937469654,0.46999228867
0.010101010101,0.0,0.727272727273,0.199494949495,0.0367937469654,0.53673518228
0.0151515151515,0.0,0.727272727273,0.199494949495,0.0367937469654,0.606668971202
0.0217171717172,0.0,0.727272727273,0.199494949495,0.0367937469654,0.673411864812
0.030303030303,0.0,0.727272727273,0.199494949495,0.0367937469654,0.713298056213
0.040404040404,0.0,0.727272727273,0.199494949495,0.0367937469654,0.719413938894
0.0530303030303,0.0,0.727272727273,0.199494949495,0.0367937469654,0.691759512857
0.0707070707071,0.0,0.727272727273,0.199494949495,0.0367937469654,0.630600686042
0.0909090909091,0.0,0.727272727273,0.199494949495,0.0367937469654,0.583003164305
0.116161616162,0.0,0.727272727273,0.199494949495,0.0367937469654,0.57555774191
0.14898989899,0.0,0.727272727273,0.199494949495,0.0367937469654,0.564921424203
0.191919191919,0.0,0.727272727273,0.199494949495,0.0367937469654,0.534076102853
0.242424242424,0.0,0.727272727273,0.199494949495,0.0367937469654,0.499773978249
0.308080808081,0.0,0.727272727273,0.199494949495,0.0367937469654,0.374531337251
0.00580808080808,0.0,0.727272727273,0.0,0.0400464273627,0.457760523307
0.010101010101,0.0,0.727272727273,0.0,0.0400464273627,0.538596537879
0.0151515151515,0.0,0.727272727273,0.0,0.0400464273627,0.61943255245
0.0217171717172,0.0,0.727272727273,0.0,0.0400464273627,0.693620868455
0.030303030303,0.0,0.727272727273,0.0,0.0400464273627,0.727125269232
0.040404040404,0.0,0.727272727273,0.0,0.0400464273627,0.723668465977
0.0530303030303,0.0,0.727272727273,0.0,0.0400464273627,0.676070944239
0.0707070707071,0.0,0.727272727273,0.0,0.0400464273627,0.59151221847
0.0909090909091,0.0,0.727272727273,0.0,0.0400464273627,0.533810194911
0.116161616162,0.0,0.727272727273,0.0,0.0400464273627,0.533544286968
0.14898989899,0.0,0.727272727273,0.0,0.0400464273627,0.533544286968
0.191919191919,0.0,0.727272727273,0.0,0.0400464273627,0.496051267051
0.242424242424,0.0,0.727272727273,0.0,0.0400464273627,0.455367351823
0.308080808081,0.0,0.727272727273,0.0,0.0400464273627,0.357247320977
0.010101010101,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.577977504188
0.0151515151515,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.614406892334
0.0217171717172,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.637540883346
0.030303030303,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.660408966416
0.040404040404,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.680086154173
0.0530303030303,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.676363442976
0.0707070707071,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.649240832824
0.0909090909091,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.625309117983
0.116161616162,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.628234105353
0.14898989899,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.604568298455
0.191919191919,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.550588986093
0.242424242424,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.516818677374
0.308080808081,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.462839365012
0.393939393939,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.335469460473
0.494949494949,0.0900900900901,0.727272727273,1.0,0.0436062929031,0.258090249156
0.010101010101,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.502885101178
0.0151515151515,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.566703007419
0.0217171717172,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.623873215093
0.030303030303,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.667748025634
0.040404040404,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.68130933071
0.0530303030303,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.674927540086
0.0707070707071,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.621480043609
0.0909090909091,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.564575743877
0.116161616162,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.544632648177
0.14898989899,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.541441752865
0.191919191919,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.501289653522
0.242424242424,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.454489855612
0.308080808081,0.0900900900901,0.727272727273,0.60101010101,0.0471390944327,0.407690057702
0.00580808080808,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.445581939533
0.010101010101,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.499029436009
0.0151515151515,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.579067726753
0.0217171717172,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.639162921796
0.030303030303,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.682240008509
0.040404040404,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.685164995878
0.0530303030303,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.661499188981
0.0707070707071,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.597149466855
0.0909090909091,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.516313452283
0.116161616162,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.479086340309
0.14898989899,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.48520222299
0.191919191919,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.447975111017
0.242424242424,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.410747999043
0.308080808081,0.0900900900901,0.727272727273,0.199494949495,0.052836154926,0.346664184859
0.00580808080808,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.445847847475
0.010101010101,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.532799744728
0.0151515151515,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.619485734039
0.0217171717172,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.682771824394
0.030303030303,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.716010317228
0.040404040404,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.716010317228
0.0530303030303,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.672667322573
0.0707070707071,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.596085835084
0.0909090909091,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.522695242907
0.116161616162,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.479352248252
0.14898989899,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.482543143564
0.191919191919,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.455952349297
0.242424242424,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.395857154253
0.308080808081,0.0900900900901,0.727272727273,0.0,0.0572830994491,0.312627968197
0.0151515151515,0.18018018018,0.727272727273,1.0,0.0621497947152,0.621639588375
0.0217171717172,0.18018018018,0.727272727273,1.0,0.0621497947152,0.682266599303
0.030303030303,0.18018018018,0.727272727273,1.0,0.0621497947152,0.726141409844
0.040404040404,0.18018018018,0.727272727273,1.0,0.0621497947152,0.753264019996
0.0530303030303,0.18018018018,0.727272727273,1.0,0.0621497947152,0.753529927939
0.0707070707071,0.18018018018,0.727272727273,1.0,0.0621497947152,0.693700640838
0.0909090909091,0.18018018018,0.727272727273,1.0,0.0621497947152,0.60728055947
0.116161616162,0.18018018018,0.727272727273,1.0,0.0621497947152,0.557289866248
0.14898989899,0.18018018018,0.727272727273,1.0,0.0621497947152,0.551173983567
0.191919191919,0.18018018018,0.727272727273,1.0,0.0621497947152,0.487887893211
0.242424242424,0.18018018018,0.727272727273,1.0,0.0621497947152,0.471667508708
0.308080808081,0.18018018018,0.727272727273,1.0,0.0621497947152,0.405190523041
0.393939393939,0.18018018018,0.727272727273,1.0,0.0621497947152,0.25176164012
0.494949494949,0.18018018018,0.727272727273,1.0,0.0621497947152,0.25867524663
0.621212121212,0.18018018018,0.727272727273,1.0,0.0621497947152,0.289254660037
0.79797979798,0.18018018018,0.727272727273,1.0,0.0621497947152,0.249634376579
1.0,0.18018018018,0.727272727273,1.0,0.0621497947152,0.166405190523
0.010101010101,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.528997261148
0.0151515151515,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.636424069987
0.0217171717172,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.706889674795
0.030303030303,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.757412183902
0.040404040404,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.764591698354
0.0530303030303,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.741457707342
0.0707070707071,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.661685324541
0.0909090909091,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.55505623953
0.116161616162,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.505331454251
0.14898989899,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.505597362193
0.191919191919,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.459329380169
0.242424242424,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.442843087723
0.308080808081,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.366261600234
0.393939393939,0.18018018018,0.727272727273,0.60101010101,0.0669794278006,0.243146222778
0.00580808080808,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.501209881139
0.010101010101,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.54508469168
0.0151515151515,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.629111601564
0.0217171717172,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.696652219002
0.030303030303,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.720318025899
0.040404040404,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.707022628766
0.0530303030303,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.663679634111
0.0707070707071,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.583375435424
0.0909090909091,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.486053128407
0.116161616162,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.43260563193
0.14898989899,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.453080543516
0.191919191919,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.419576142739
0.242424242424,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.379424043396
0.308080808081,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.289015342888
0.393939393939,0.18018018018,0.727272727273,0.199494949495,0.0747678295722,0.259233653309
0.00252525252525,0.18018018018,0.727272727273,0.0,0.0808472338633,0.446964660834
0.00580808080808,0.18018018018,0.727272727273,0.0,0.0808472338633,0.537905177228
